ano,id_escola,ideb,ensino,rede,nota_saeb_matematica,nota_saeb_lingua_portuguesa
2019,35054197,4.9,fundamental,municipal,257.48,252.42
2009,35054240,4.9,fundamental,municipal,200.94,179.19
2019,35054252,4.9,fundamental,municipal,276.92,275.63
2015,35054331,4.9,fundamental,municipal,259.83,261.16
2007,35054392,4.9,fundamental,municipal,268.52,255.32
2007,35054422,4.9,fundamental,municipal,199.27,186.36
2015,35054550,4.9,fundamental,municipal,260.13,267.84
2019,35054586,4.9,fundamental,municipal,258.26,262.35
2019,35054719,4.9,fundamental,municipal,252.75,250.07
2015,35054835,4.9,fundamental,municipal,254.03,256.84
2019,35054859,4.9,fundamental,municipal,257.04,251.61
2021,35054860,4.9,fundamental,municipal,247.06,250.05
2009,35054999,4.9,fundamental,municipal,201.55,182.05
2023,35055013,4.9,fundamental,municipal,245.08,251.25
2013,35055013,4.9,fundamental,municipal,249.47,253.11
2023,35055128,4.9,fundamental,municipal,242.28,253.45
2023,35055220,4.9,fundamental,municipal,249.29,244.58
2011,35055402,4.9,fundamental,municipal,200.77,186.47
2009,35055499,4.9,fundamental,municipal,256.58,256.47
2009,35055566,4.9,fundamental,municipal,202.77,181.02
2009,35055670,4.9,fundamental,municipal,209.88,185.83
2005,35057125,4.9,fundamental,municipal,198.97,195.24
2011,35058075,4.9,fundamental,municipal,200.55,186.94
2015,35062807,4.9,fundamental,municipal,255.43,253.83
2009,35068664,4.9,fundamental,municipal,270.47,255.67
2009,35068688,4.9,fundamental,municipal,201.74,174.25
2019,35068688,4.9,fundamental,municipal,249.25,244.05
2011,35070178,4.9,fundamental,municipal,268.5,267.17
2021,35070178,4.9,fundamental,municipal,200.23,191.7
2023,35070191,4.9,fundamental,municipal,252.56,247.14
2007,35070208,4.9,fundamental,municipal,195.11,180.8
2023,35076144,4.9,fundamental,municipal,193.81,178.61
2011,35090612,4.9,fundamental,municipal,195.22,182.33
2021,35092952,4.9,fundamental,municipal,199.96,186.16
2009,35098358,4.9,fundamental,municipal,199.8,183.47
2009,35098371,4.9,fundamental,municipal,200.94,183.72
2009,35098723,4.9,fundamental,municipal,246.66,252.22
2009,35191917,4.9,fundamental,estadual,204.36,183.27
2019,35200050,4.9,fundamental,municipal,253.38,261.72
2015,35200086,4.9,fundamental,municipal,271.31,271.8
2023,35201923,4.9,fundamental,municipal,189.42,181.5
2009,35223141,4.9,fundamental,municipal,198.83,178.17
2019,35242248,4.9,fundamental,municipal,255.69,270.23
2019,35242263,4.9,fundamental,municipal,251.61,257.29
2011,35242299,4.9,fundamental,municipal,200.99,184.08
2009,35249312,4.9,fundamental,municipal,211.13,187.6
2015,35249798,4.9,fundamental,municipal,253.87,253.3
2021,35271147,4.9,fundamental,municipal,245.87,249.68
2009,35271159,4.9,fundamental,municipal,200.13,175.86
2011,35271159,4.9,fundamental,municipal,205.8,180.86
2011,35271196,4.9,fundamental,municipal,195.1,179.13
2011,35284300,4.9,fundamental,estadual,204.02,177.91
2011,35355185,4.9,fundamental,municipal,204.99,186.22
2011,35356852,4.9,fundamental,municipal,196.88,180.11
2015,35400051,4.9,fundamental,municipal,256.53,249.53
2011,35417440,4.9,fundamental,municipal,197.02,178.49
2023,35419746,4.9,fundamental,municipal,252.71,245.47
2019,35424161,4.9,fundamental,municipal,250.44,250.24
2011,35434292,4.9,fundamental,estadual,199.11,181.03
2023,35457243,4.9,fundamental,estadual,246.16,249.98
2019,35566020,4.9,fundamental,estadual,251.27,248.11
2007,35902248,4.9,fundamental,estadual,194.6,186.02
2023,35902792,4.9,fundamental,estadual,207.43,187.92
2007,35902895,4.9,fundamental,estadual,199.66,182.63
2011,35904284,4.9,fundamental,estadual,197.55,180.49
2007,35908400,4.9,fundamental,estadual,194.94,186.08
2013,35908782,4.9,fundamental,estadual,197.38,181.22
2013,35909185,4.9,fundamental,estadual,194.67,185.35
2007,35909208,4.9,fundamental,estadual,200,181.02
2015,35913820,4.9,fundamental,estadual,245.94,246.84
2023,35915661,4.9,fundamental,estadual,204.58,205.05
2007,35916500,4.9,fundamental,estadual,197.14,182.05
2013,35917503,4.9,fundamental,estadual,198.86,176.55
2009,35920997,4.9,fundamental,estadual,200.19,180.21
2011,35924404,4.9,fundamental,estadual,201.13,182.02
2023,35925433,4.9,fundamental,estadual,251.3,256.76
2021,35925500,4.9,fundamental,estadual,247.5,258.23
2017,35925767,4.9,fundamental,estadual,253.63,252.57
2019,35000711,5.4,fundamental,estadual,275.05,260.7
2023,35000838,5.4,fundamental,estadual,265.53,263.62
2013,35001173,5.4,fundamental,estadual,262.89,262.95
2021,35001521,5.4,fundamental,estadual,273.65,259.16
2019,35001570,5.4,fundamental,estadual,223.85,192.88
2007,35001624,5.4,fundamental,estadual,265.29,261.57
2013,35001697,5.4,fundamental,estadual,263.8,262.89
2011,35001764,5.4,fundamental,estadual,212.85,189.5
2023,35001855,5.4,medio,estadual,297.4,302.55
2023,35001880,5.4,fundamental,estadual,255.89,268.01
2011,35002574,5.4,fundamental,estadual,273.42,262.14
2023,35002847,5.4,fundamental,estadual,257.45,266.22
2011,35002999,5.4,fundamental,estadual,212.69,191.27
2019,35003712,5.4,fundamental,estadual,271.63,265.79
2013,35003943,5.4,fundamental,estadual,209.82,192.64
2023,35004091,5.4,fundamental,estadual,256.03,275
2023,35004571,5.4,fundamental,estadual,266.05,266.18
2015,35004728,5.4,fundamental,estadual,213.11,205.73
2021,35004959,5.4,fundamental,estadual,206.19,203.05
2013,35005393,5.4,fundamental,estadual,214.38,191.8
2021,35007460,5.4,fundamental,municipal,201.71,201.82
2019,35035592,5.4,fundamental,estadual,219.55,202.19
2013,35036560,5.4,fundamental,estadual,209.11,198.02
2017,35037060,5.4,fundamental,estadual,207.6,199.75
2021,35038210,5.4,fundamental,estadual,266.43,270.1
2009,35039305,5.4,fundamental,estadual,211.64,188.66
2011,35040472,5.4,fundamental,estadual,211.66,192.58
2011,35041051,5.4,fundamental,estadual,213.58,194.38
2011,35041683,5.4,fundamental,estadual,213.69,192.36
2021,35041762,5.4,fundamental,estadual,233.35,211.79
2023,35044337,5.4,fundamental,estadual,259.28,269.81
2019,35046243,5.4,fundamental,estadual,211.19,192.02
2019,35048690,5.4,fundamental,estadual,266,270.91
2011,35053036,5.4,fundamental,municipal,212.96,198.11
2009,35053235,5.4,fundamental,municipal,274.23,263.36
2021,35053259,5.4,fundamental,municipal,214.29,203.78
2021,35053429,5.4,fundamental,municipal,272.13,261.3
2023,35053491,5.4,fundamental,municipal,202.35,196.45
2015,35053855,5.4,fundamental,municipal,208.03,196.31
2005,35053892,5.4,fundamental,municipal,201.32,197.41
2017,35054069,5.4,fundamental,municipal,214.33,199.94
2023,35054434,5.4,fundamental,municipal,211.14,193.42
2023,35054513,5.4,fundamental,municipal,263.84,262.53
2009,35054598,5.4,fundamental,municipal,266.89,262.86
2015,35054636,5.4,fundamental,municipal,273.47,271.35
2007,35054665,5.4,fundamental,municipal,268.23,262.26
2011,35054707,5.4,fundamental,municipal,215.24,195.72
2007,35054963,5.4,fundamental,municipal,212.49,196.38
2013,35055062,5.4,fundamental,municipal,267.38,275.77
2011,35055116,5.4,fundamental,municipal,212.38,189.77
2015,35055384,5.4,fundamental,municipal,211.75,203.85
2023,35055700,5.4,fundamental,municipal,209.79,191.34
2023,35066734,5.4,fundamental,municipal,260.11,270.43
2023,35068718,5.4,fundamental,municipal,202.29,195.28
2023,35068792,5.4,fundamental,municipal,204.59,193.68
2021,35070185,5.4,fundamental,municipal,256.37,268.71
2015,35092952,5.4,fundamental,municipal,206.45,195.49
2015,35092976,5.4,fundamental,municipal,211.36,206.05
2021,35098474,5.4,fundamental,municipal,201.7,199.28
2021,35098541,5.4,fundamental,municipal,203.08,196.11
2019,35200062,5.4,fundamental,municipal,206.07,200.33
2023,35242248,5.4,fundamental,municipal,203.78,197.05
2023,35267983,5.4,fundamental,estadual,204.54,200.02
2021,35271019,5.4,fundamental,municipal,266.47,259.22
2019,35281438,5.4,fundamental,municipal,206.69,196.69
2017,35286448,5.4,fundamental,municipal,209.16,202.11
2015,35356612,5.4,fundamental,municipal,210.42,197.26
2019,35357091,5.4,fundamental,municipal,268.58,271.52
2023,35359993,5.4,fundamental,municipal,205.05,194.46
2015,35400087,5.4,fundamental,municipal,215.13,191.68
2011,35400324,5.4,fundamental,municipal,212.52,189.32
2021,35418213,5.4,fundamental,municipal,211.67,200.19
2023,35428905,5.4,medio,estadual,293.3,307.8
2021,35429405,5.4,fundamental,municipal,205.2,196.15
2017,35461532,5.4,medio,estadual,298.89,317.01
2021,35529011,5.4,fundamental,municipal,263.42,261.53
2011,35901763,5.4,fundamental,estadual,206.63,194.99
2017,35902226,5.4,fundamental,estadual,207.55,204.47
2013,35902248,5.4,fundamental,estadual,209.52,190.97
2021,35902597,5.4,fundamental,estadual,256.55,268.32
2011,35902627,5.4,fundamental,estadual,208.27,193.88
2021,35902810,5.4,fundamental,estadual,208.11,207.22
2007,35904326,5.4,fundamental,estadual,214.89,192.96
2021,35904582,5.4,fundamental,estadual,256.86,267.23
2011,35904636,5.4,fundamental,estadual,214.38,188.97
2007,35908988,5.4,fundamental,estadual,216.41,195.69
2009,35909038,5.4,fundamental,estadual,214.39,188.63
2023,35909105,5.4,fundamental,estadual,268.38,263.24
2021,35909130,5.4,fundamental,estadual,263.18,260.57
2011,35914812,5.4,fundamental,estadual,216.03,189.91
2013,35915695,5.4,fundamental,estadual,219.5,188.27
2013,35916500,5.4,fundamental,estadual,204.27,196.08
2013,35918748,5.4,fundamental,estadual,213.72,191.02
2009,35918994,5.4,fundamental,estadual,216.72,191.38
2013,35922912,5.4,fundamental,estadual,205.86,196.08
2023,35922912,5.4,medio,estadual,290.89,312.96
2019,35924246,5.4,fundamental,estadual,269.97,263.51
2019,35924258,5.4,fundamental,estadual,267.97,272.82
2013,35924386,5.4,fundamental,estadual,209.47,193.86
2011,35924520,5.4,fundamental,estadual,212.52,190.66
2009,35924726,5.4,fundamental,estadual,215.99,188.21
2009,35924799,5.4,fundamental,estadual,212.8,188.11
2013,35925385,5.4,fundamental,estadual,212.72,197.88
2009,35000504,5.9,fundamental,estadual,225.69,201.82
2013,35000619,5.9,fundamental,estadual,221.75,206.91
2011,35000681,5.9,fundamental,estadual,227.44,200.58
2007,35001120,5.9,fundamental,estadual,225.77,204.35
2023,35001193,5.9,fundamental,estadual,218.99,207.19
2011,35001806,5.9,fundamental,estadual,224.03,209.41
2023,35001818,5.9,fundamental,estadual,222.55,210.7
2019,35001892,5.9,fundamental,estadual,278.88,273.17
2023,35002159,5.9,fundamental,estadual,271.23,285.32
2013,35002446,5.9,fundamental,estadual,227.5,206.92
2015,35002665,5.9,fundamental,estadual,233.93,208.51
2021,35002872,5.9,fundamental,estadual,217.1,213.46
2009,35003612,5.9,fundamental,estadual,224.89,203.35
2019,35003918,5.9,fundamental,estadual,275.67,278.73
2023,35004085,5.9,fundamental,estadual,218.18,211.02
2013,35004364,5.9,fundamental,estadual,223.52,210.61
2019,35004455,5.9,fundamental,estadual,274.91,280.86
2011,35004819,5.9,fundamental,estadual,222.19,209.11
2015,35004996,5.9,fundamental,estadual,221.49,213.36
2017,35005344,5.9,fundamental,estadual,222.91,209.67
2021,35005447,5.9,fundamental,estadual,218.52,210.08
2013,35037400,5.9,fundamental,estadual,219.21,210.47
2021,35037722,5.9,fundamental,estadual,217.5,208.92
2023,35038131,5.9,fundamental,estadual,272.55,286.07
2015,35038258,5.9,fundamental,estadual,218,213.98
2013,35039238,5.9,fundamental,estadual,222.53,206.02
2015,35039251,5.9,fundamental,estadual,230.14,208.92
2013,35039317,5.9,fundamental,estadual,217.5,206.07
2019,35040964,5.9,fundamental,estadual,223.63,212.32
2023,35044271,5.9,fundamental,estadual,214.75,218.91
2013,35046048,5.9,fundamental,estadual,232.72,201.08
2021,35048690,5.9,fundamental,estadual,222.83,211.1
2023,35053028,5.9,fundamental,municipal,218.57,209.64
2023,35053090,5.9,fundamental,municipal,221.43,202.78
2023,35053715,5.9,fundamental,municipal,215.34,211.75
2023,35053764,5.9,fundamental,municipal,223.23,202.24
2023,35053831,5.9,fundamental,municipal,219.17,206.97
2017,35053958,5.9,fundamental,municipal,219.32,214.11
2023,35054197,5.9,fundamental,municipal,210.86,215.52
2021,35054331,5.9,fundamental,municipal,214.58,210.46
2021,35054562,5.9,fundamental,municipal,275.21,277.38
2021,35054719,5.9,fundamental,municipal,222.2,210.39
2021,35054872,5.9,fundamental,municipal,216.26,215.04
2017,35055219,5.9,fundamental,municipal,221.77,206.08
2015,35055335,5.9,fundamental,municipal,220.14,205.59
2021,35055347,5.9,fundamental,municipal,215.44,211.73
2015,35055402,5.9,fundamental,municipal,219.92,214.22
2015,35055670,5.9,fundamental,municipal,219.31,214.08
2015,35058452,5.9,fundamental,municipal,215.15,210.47
2019,35087191,5.9,fundamental,municipal,217,210.46
2023,35091352,5.9,fundamental,municipal,226.48,206.6
2015,35095631,5.9,fundamental,municipal,222.79,209.64
2019,35098498,5.9,fundamental,municipal,217.33,211.67
2019,35098723,5.9,fundamental,municipal,221.35,211.11
2015,35098772,5.9,fundamental,municipal,215.78,214.47
2019,35200098,5.9,fundamental,municipal,219.3,206.25
2017,35207949,5.9,fundamental,municipal,232.96,220.61
2021,35246360,5.9,fundamental,municipal,217.47,212.39
2015,35269372,5.9,fundamental,estadual,218.07,206.62
2019,35298232,5.9,fundamental,municipal,226.67,212.33
2015,35356736,5.9,fundamental,municipal,216.55,212.72
2017,35381111,5.9,fundamental,municipal,218.36,209.83
2019,35419357,5.9,fundamental,municipal,220.72,209.5
2021,35461301,5.9,fundamental,estadual,217.22,208.58
2017,35901775,5.9,fundamental,estadual,220.58,212.46
2021,35902640,5.9,fundamental,estadual,219.69,208.17
2013,35902780,5.9,fundamental,estadual,228.97,216.71
2015,35904569,5.9,fundamental,estadual,221.86,209.14
2015,35904922,5.9,fundamental,estadual,223.91,205.07
2021,35906554,5.9,fundamental,estadual,220.35,212.99
2019,35906566,5.9,fundamental,estadual,225.83,204.63
2013,35908940,5.9,fundamental,estadual,221.22,206.49
2021,35909178,5.9,fundamental,estadual,220.15,207.27
2011,35914678,5.9,fundamental,estadual,220.77,203.83
2023,35915725,5.9,fundamental,estadual,215.14,209.43
2019,35916808,5.9,fundamental,estadual,222.8,202.42
2021,35923618,5.9,fundamental,estadual,218.69,208.71
2021,35924404,5.9,fundamental,estadual,217,213.77
2023,35924696,5.9,fundamental,estadual,218.23,207.5
2017,35925433,5.9,fundamental,estadual,216.6,221.8
2015,35925433,5.9,fundamental,estadual,240.61,201.47
2015,35000231,6.4,fundamental,estadual,240.81,217.12
2015,35000243,6.4,fundamental,estadual,231.73,218.37
2015,35001053,6.4,fundamental,estadual,236.71,217.99
2023,35001090,6.4,fundamental,estadual,236.86,218.31
2011,35001545,6.4,fundamental,estadual,236.97,217.64
2021,35002070,6.4,fundamental,estadual,233.09,220.82
2015,35002537,6.4,fundamental,estadual,233.42,222.73
2015,35003098,6.4,fundamental,estadual,232.81,220.19
2013,35003335,6.4,fundamental,estadual,233.14,220.03
2021,35003448,6.4,fundamental,estadual,235.71,225.64
2017,35003448,6.4,fundamental,estadual,236.16,221.67
2019,35003463,6.4,fundamental,estadual,294.58,291.54
2023,35003955,6.4,fundamental,estadual,238.67,218.65
2017,35003967,6.4,fundamental,estadual,294.29,290.47
2017,35004029,6.4,fundamental,estadual,233.6,221.03
2013,35004467,6.4,fundamental,estadual,230.58,221.99
2011,35004662,6.4,fundamental,estadual,239.52,210.58
2013,35004972,6.4,fundamental,estadual,230.16,221
2017,35005253,6.4,fundamental,estadual,232.47,219.64
2017,35035646,6.4,fundamental,estadual,234.35,222.19
2019,35035658,6.4,fundamental,estadual,235.92,217.36
2017,35037369,6.4,fundamental,estadual,231.49,220.91
2015,35037761,6.4,fundamental,estadual,239.5,212.76
2017,35038118,6.4,fundamental,estadual,234.6,225.55
2015,35039408,6.4,fundamental,estadual,233.78,218.32
2015,35041051,6.4,fundamental,estadual,243.64,211.83
2023,35041750,6.4,fundamental,estadual,237.31,221.52
2017,35043722,6.4,fundamental,estadual,237.33,221.94
2015,35043761,6.4,fundamental,estadual,238.94,218.57
2017,35044301,6.4,fundamental,estadual,235.41,222.52
2015,35044350,6.4,fundamental,estadual,236.36,216.57
2015,35046048,6.4,fundamental,estadual,239.93,216.49
2017,35046218,6.4,fundamental,estadual,237.3,217.66
2019,35046310,6.4,fundamental,estadual,239.5,217.94
2019,35048021,6.4,fundamental,estadual,238.22,219.75
2021,35053235,6.4,fundamental,municipal,237.34,223.95
2019,35053235,6.4,fundamental,municipal,232.71,223.53
2017,35053375,6.4,fundamental,municipal,243.13,219.52
2019,35053600,6.4,fundamental,municipal,235.85,230.02
2019,35054021,6.4,fundamental,municipal,234.77,222.27
2015,35054159,6.4,fundamental,municipal,238.01,222.25
2019,35054355,6.4,fundamental,municipal,239.5,216.5
2015,35054409,6.4,fundamental,municipal,232.96,225.97
2021,35054513,6.4,fundamental,municipal,236.17,224.65
2019,35054598,6.4,fundamental,municipal,236.22,221.88
2021,35054773,6.4,fundamental,municipal,234.68,231.49
2017,35054860,6.4,fundamental,municipal,231.82,222.11
2017,35054938,6.4,fundamental,municipal,238.58,219.41
2021,35054963,6.4,fundamental,municipal,231.37,222.18
2019,35055025,6.4,fundamental,municipal,231.78,219.97
2017,35055037,6.4,fundamental,municipal,236.33,223.96
2017,35055098,6.4,fundamental,municipal,231.8,221.32
2017,35055128,6.4,fundamental,municipal,230.17,221.99
2021,35055360,6.4,fundamental,municipal,229.52,225.58
2017,35055633,6.4,fundamental,municipal,235.63,221.47
2019,35055694,6.4,fundamental,municipal,229.61,226.91
2017,35057666,6.4,fundamental,municipal,234.05,223.8
2015,35070185,6.4,fundamental,municipal,231.93,222.7
2019,35085558,6.4,fundamental,municipal,230.91,223.75
2015,35098589,6.4,fundamental,municipal,230.03,225.64
2019,35121484,6.4,fundamental,estadual,238.3,214.02
2015,35121484,6.4,fundamental,estadual,237.89,215.36
2017,35207639,6.4,fundamental,municipal,232.71,227.52
2015,35271020,6.4,fundamental,municipal,239.15,231.34
2017,35280847,6.4,fundamental,municipal,229.86,227.55
2019,35290543,6.4,fundamental,estadual,237.17,214.58
2019,35419801,6.4,fundamental,municipal,231.89,226.38
2019,35477977,6.4,fundamental,estadual,240.35,217.19
2015,35901748,6.4,fundamental,estadual,235.04,222.51
2023,35902585,6.4,fundamental,estadual,236.75,223.87
2019,35902603,6.4,fundamental,estadual,236.38,218.17
2015,35902603,6.4,fundamental,estadual,237.58,219.73
2019,35904284,6.4,fundamental,estadual,242.14,221.11
2019,35906189,6.4,fundamental,estadual,233.67,223.89
2023,35906585,6.4,fundamental,estadual,233.84,228.02
2019,35907005,6.4,fundamental,estadual,238.92,219.02
2015,35907005,6.4,fundamental,estadual,237.45,220.18
2017,35908952,6.4,fundamental,estadual,238.58,227.49
2015,35916791,6.4,fundamental,estadual,233.05,221.87
2019,35923576,6.4,fundamental,estadual,241.39,212.94
2015,35000516,6.9,fundamental,estadual,248.84,229.15
2015,35000632,6.9,fundamental,estadual,250.88,230.66
2023,35001200,6.9,fundamental,estadual,245.72,236.04
2019,35001223,6.9,fundamental,estadual,251.19,230.1
2017,35001485,6.9,fundamental,estadual,248.97,234.74
2015,35002100,6.9,fundamental,estadual,257.22,234.39
2017,35002458,6.9,fundamental,estadual,247.44,230.49
2019,35002732,6.9,fundamental,estadual,252.89,233.11
2019,35002896,6.9,fundamental,estadual,248.46,229.72
2019,35003098,6.9,fundamental,estadual,247.44,238.11
2017,35003335,6.9,fundamental,estadual,246.96,234.67
2019,35004327,6.9,fundamental,estadual,250.8,232.02
2019,35004753,6.9,fundamental,estadual,250.75,230.32
2019,35004789,6.9,fundamental,estadual,248.52,236.07
2017,35005150,6.9,fundamental,estadual,249.82,233.41
2017,35005332,6.9,fundamental,estadual,242.91,239.66
2019,35005484,6.9,fundamental,estadual,256.54,229.28
2019,35036997,6.9,fundamental,estadual,247.08,232.82
2019,35037801,6.9,fundamental,estadual,248.75,228.88
2017,35039111,6.9,fundamental,estadual,247.03,234.02
2017,35046334,6.9,fundamental,estadual,247.97,230.92
2017,35053673,6.9,fundamental,municipal,244.55,244.28
2019,35054185,6.9,fundamental,municipal,253.94,233.32
2017,35054240,6.9,fundamental,municipal,241.91,239.21
2015,35054306,6.9,fundamental,municipal,250.12,241.05
2017,35901748,6.9,fundamental,estadual,255,235.72
2015,35902585,6.9,fundamental,estadual,260.81,236.27
2017,35904259,6.9,fundamental,estadual,250.72,230.47
2021,35914836,6.9,fundamental,estadual,256.65,241.19
2017,35002355,7.4,fundamental,estadual,260.33,247.11
2019,35003827,7.4,fundamental,estadual,259.98,244.71
2019,35004662,7.4,fundamental,estadual,261.51,242.36
2023,35004819,7.4,fundamental,estadual,259.88,247.01
2019,35005174,7.4,fundamental,estadual,260.7,243.35
2015,35037588,7.4,fundamental,estadual,269.25,241.24
2017,35039100,7.4,fundamental,estadual,257.1,248.99
2019,35041026,7.4,fundamental,estadual,263.17,246.8
2017,35044436,7.4,fundamental,estadual,267.48,243.88
2019,35923692,7.4,fundamental,federal,266.45,244.63
2021,35003876,7.9,fundamental,estadual,271.75,258.96
2019,35002021,8.3,fundamental,estadual,289.41,264.08
2007,35038234,2.6,fundamental,estadual,228.3,219.16
2017,35000796,3.1,medio,estadual,252.36,262.32
2007,35001326,3.1,fundamental,estadual,223.38,214.22
2009,35001348,3.1,fundamental,estadual,219.33,220.8
2023,35004212,3.1,medio,estadual,263.04,265.19
2011,35004492,3.1,fundamental,estadual,225.35,224.72
2009,35004686,3.1,fundamental,estadual,218.69,214.69
2013,35037655,3.1,fundamental,estadual,222.17,213.55
2013,35038261,3.1,fundamental,estadual,217.13,213.66
2013,35038313,3.1,fundamental,estadual,216.13,212.97
2013,35041786,3.1,fundamental,estadual,226.88,217.46
2007,35041786,3.1,fundamental,estadual,160.28,146.44
2019,35043771,3.1,medio,estadual,269.91,274.82
2009,35048604,3.1,fundamental,estadual,213.44,191.38
2015,35053200,3.1,fundamental,municipal,235.35,238.85
2007,35054045,3.1,fundamental,municipal,225.55,213.11
2013,35054446,3.1,fundamental,municipal,224.02,218.99
2005,35054720,3.1,fundamental,municipal,158.71,152.75
2009,35054732,3.1,fundamental,municipal,216.42,210.33
2007,35233973,3.1,fundamental,municipal,215.41,204.1
2009,35916493,3.1,fundamental,estadual,215.02,214.55
2007,35923503,3.1,fundamental,estadual,227.16,217.08
2007,35925172,3.1,fundamental,estadual,218.27,209.49
2007,35000036,3.6,fundamental,estadual,226.8,214.47
2007,35000048,3.6,fundamental,estadual,241.11,232.97
2019,35001521,3.6,medio,estadual,260.44,258.1
2023,35001843,3.6,medio,estadual,250.24,256.15
2019,35002549,3.6,medio,estadual,279.01,289.92
2009,35002768,3.6,fundamental,estadual,236.55,230.57
2019,35003141,3.6,medio,estadual,246.47,261.63
2011,35003256,3.6,fundamental,estadual,227.72,224.24
2015,35003724,3.6,fundamental,estadual,229.94,223.69
2011,35004005,3.6,fundamental,estadual,231.75,233.5
2013,35004029,3.6,fundamental,estadual,228.44,232.05
2009,35004030,3.6,fundamental,estadual,234.57,213.13
2007,35004480,3.6,fundamental,estadual,243.42,225.97
2013,35004492,3.6,fundamental,estadual,240.92,228.99
2017,35005009,3.6,medio,estadual,277.52,277.27
2011,35005009,3.6,fundamental,estadual,228.6,229.74
2023,35005400,3.6,medio,estadual,255.05,259.24
2011,35035661,3.6,fundamental,estadual,235.55,235.88
2013,35036274,3.6,fundamental,estadual,233.05,227.61
2007,35036444,3.6,fundamental,estadual,175.61,153.78
2011,35037102,3.6,fundamental,estadual,227,231.02
2011,35037710,3.6,fundamental,estadual,232.38,231.77
2019,35037795,3.6,medio,estadual,256.13,280
2007,35038180,3.6,fundamental,estadual,161.49,144.44
2017,35039147,3.6,fundamental,estadual,222.64,217.96
2015,35039251,3.6,fundamental,estadual,226.67,220.4
2009,35039287,3.6,fundamental,estadual,227.05,216.67
2009,35039391,3.6,fundamental,estadual,223.91,225.21
2019,35041002,3.6,medio,estadual,237.36,255.1
2007,35041713,3.6,fundamental,estadual,224.96,217.42
2013,35043771,3.6,fundamental,estadual,221.17,213.99
2015,35043936,3.6,fundamental,estadual,227.91,211.76
2009,35044465,3.6,fundamental,estadual,216.36,221.5
2023,35046358,3.6,medio,estadual,245.17,255.63
2023,35046361,3.6,medio,estadual,263.17,282.12
2015,35053107,3.6,fundamental,municipal,232.98,217.86
2007,35053259,3.6,fundamental,municipal,170.5,150.5
2007,35053260,3.6,fundamental,municipal,173.86,155.77
2007,35053831,3.6,fundamental,municipal,171.25,155.22
2007,35053880,3.6,fundamental,municipal,166.72,155.13
2011,35053961,3.6,fundamental,municipal,232.8,236.47
2007,35053961,3.6,fundamental,municipal,173.61,155.16
2005,35054045,3.6,fundamental,municipal,155.11,148.74
2017,35054148,3.6,fundamental,municipal,210.55,206.88
2015,35054367,3.6,fundamental,municipal,236.86,232.72
2015,35054641,3.6,fundamental,municipal,242.58,233.36
2011,35054720,3.6,fundamental,municipal,219.1,217.27
2007,35055273,3.6,fundamental,municipal,226.63,212.57
2009,35055323,3.6,fundamental,municipal,223.88,218.74
2005,35055529,3.6,fundamental,municipal,157.38,152.11
2007,35055529,3.6,fundamental,municipal,171.77,150.8
2007,35055736,3.6,fundamental,municipal,172.22,146.75
2015,35057836,3.6,fundamental,municipal,236.65,236.64
2009,35076132,3.6,fundamental,municipal,162.11,146.83
2005,35095606,3.6,fundamental,municipal,234.47,218.28
2007,35098346,3.6,fundamental,municipal,231.91,215.72
2013,35201947,3.6,fundamental,municipal,222.25,208.07
2007,35207834,3.6,fundamental,municipal,164.03,147.42
2009,35223165,3.6,fundamental,municipal,219.16,220.64
2015,35233948,3.6,fundamental,municipal,236.85,245.33
2009,35284324,3.6,fundamental,estadual,224.58,226.46
2009,35298293,3.6,fundamental,municipal,225.66,211.17
2009,35902512,3.6,fundamental,estadual,234.02,235.16
2011,35904173,3.6,fundamental,estadual,236.74,231.38
2009,35904624,3.6,fundamental,estadual,228.91,213.11
2015,35906190,3.6,fundamental,estadual,256.96,245.66
2017,35906566,3.6,medio,estadual,253.36,258.32
2009,35907637,3.6,fundamental,estadual,234.94,230.02
2009,35908368,3.6,fundamental,estadual,226.47,220.91
2007,35909099,3.6,fundamental,estadual,240.21,235.66
2019,35909130,3.6,medio,estadual,266.11,277.86
2013,35910788,3.6,fundamental,estadual,230.86,224.55
2007,35914721,3.6,fundamental,estadual,230.94,223.41
2019,35916729,3.6,medio,estadual,248.69,251.25
2009,35921324,3.6,fundamental,estadual,223.3,219.8
2015,35923497,3.6,fundamental,estadual,233.27,227.99
2009,35923588,3.6,fundamental,estadual,220.94,223.97
2009,35924829,3.6,fundamental,estadual,218.19,222.8
2007,35925160,3.6,fundamental,estadual,167.3,148.32
2007,35000024,4.2,fundamental,estadual,252.47,243.5
2015,35000164,4.2,fundamental,estadual,228.25,240.49
2007,35000449,4.2,fundamental,estadual,178.03,161.44
2023,35000536,4.2,medio,estadual,259.91,277.42
2007,35000565,4.2,fundamental,estadual,179.22,167.27
2013,35000589,4.2,fundamental,estadual,237.99,229.57
2023,35000693,4.2,fundamental,estadual,241.01,238.62
2013,35000711,4.2,fundamental,estadual,244.25,231.94
2015,35000723,4.2,fundamental,estadual,253.68,252.95
2015,35001028,4.2,fundamental,estadual,232.02,228.2
2017,35001284,4.2,medio,estadual,274.69,278.88
2021,35001296,4.2,medio,estadual,258.03,267.95
2011,35001348,4.2,fundamental,estadual,228.44,229.77
2017,35001442,4.2,medio,estadual,280.89,294.51
2015,35001659,4.2,fundamental,estadual,266.41,252.05
