"","id_escola","ano","idesp"
"810",35001144,2010,1.83
"811",35001144,2011,1.7
"812",35001144,2012,1.21
"813",35001144,2013,1.88
"814",35001144,2014,1.33
"815",35001144,2015,1.77
"816",35001144,2016,1.34
"817",35001144,2017,1.36
"818",35001144,2018,1.48
"819",35001144,2019,1.91
"820",35001156,2007,1.64
"821",35001156,2008,2.52
"822",35001156,2009,1.85
"823",35001156,2010,2.43
"824",35001156,2011,1.87
"825",35001156,2012,2.18
"826",35001156,2013,2.59
"827",35001156,2014,2.1
"828",35001156,2015,2.25
"829",35001156,2016,2.21
"830",35001156,2017,2.72
"831",35001156,2018,2.75
"832",35001156,2019,2.69
"833",35001168,2007,1.24
"834",35001168,2008,1.97
"835",35001168,2009,1.82
"836",35001168,2010,2.4
"837",35001168,2011,2.12
"838",35001168,2012,2.63
"839",35001168,2013,2.13
"840",35001168,2014,2.13
"841",35001168,2015,2.05
"842",35001168,2016,2.54
"843",35001168,2017,2.69
"844",35001168,2018,2.96
"845",35001168,2019,2.26
"846",35001173,2007,1.73
"847",35001173,2008,2.42
"848",35001173,2009,2.4
"849",35001173,2010,2.56
"850",35001173,2011,2.47
"851",35001173,2012,2.65
"852",35001173,2013,2.14
"853",35001173,2014,2.25
"854",35001173,2015,2.3
"855",35001173,2016,2.15
"856",35001173,2017,2.27
"857",35001173,2018,2.79
"858",35001173,2019,2.44
"859",35001193,2007,1.1
"860",35001193,2008,1.94
"861",35001193,2009,1.1
"862",35001193,2010,1.81
"863",35001193,2011,1.62
"864",35001193,2012,1.8
"865",35001193,2013,1.87
"866",35001193,2014,1.85
"867",35001193,2015,1.93
"868",35001193,2016,1.89
"869",35001193,2017,2.22
"870",35001193,2018,2.67
"871",35001193,2019,1.9
"872",35001235,2007,0.62
"873",35001235,2008,1.74
"874",35001235,2009,1.87
"875",35001235,2010,1.49
"876",35001235,2011,1.04
"877",35001235,2012,1.3
"878",35001235,2013,1.49
"879",35001235,2014,1.63
"880",35001235,2015,1.72
"881",35001235,2016,1.79
"882",35001235,2017,1.82
"883",35001235,2018,2.3
"884",35001235,2019,1.27
"885",35001247,2007,2.13
"886",35001247,2008,1.94
"887",35001247,2009,2.83
"888",35001247,2010,2.58
"889",35001247,2011,1.77
"890",35001247,2012,2.31
"891",35001247,2013,1.87
"892",35001247,2014,2.59
"893",35001247,2015,2.2
"894",35001247,2016,3.19
"895",35001247,2017,2.67
"896",35001247,2018,2.73
"897",35001247,2019,1.92
"898",35001259,2007,1.58
"899",35001259,2008,2.82
"900",35001259,2009,2.15
"901",35001259,2010,2.78
"902",35001259,2011,2.12
